product_id,product_name,category,supplier_id,warehouse_id,stock_quantity,reorder_level,last_restock_date
P5391770,Hand Soap - Small,Personal Care,SUP400010,WH005,1917,520,2023-07-18
P2268803,Bleach - Herbal,Home Care,SUP40002,WH004,990,203,2022-04-30
P9337523,Surface Cleaner - Small,Baby Care,SUP40005,WH009,356,37,2023-04-07
P1840788,Baby Lotion - Aloe,Kitchen Care,SUP40008,WH004,1546,213,2022-07-21
P2710429,Fabric Softener - 1L,Kitchen Care,SUP40005,WH002,1738,247,2022-09-13
P1522613,Shaving Cream - Large,Home Care,SUP40007,WH006,1771,315,2022-07-27
P2186547,Mouthwash - Herbal,Personal Care,SUP400010,WH003,686,187,2023-05-15
P6080132,Detergent Liquid - Herbal,Oral Care,SUP40008,WH010,1021,232,2022-09-12
P1807232,Glass Cleaner - Herbal,Personal Care,SUP40003,WH007,1916,233,2022-07-20
P3033900,Glass Cleaner - 500ml,Oral Care,SUP40009,WH005,657,117,2023-03-14
P1388939,Shaving Cream - 1L,Home Care,SUP40001,WH010,390,90,2022-06-21
P1656609,Baby Lotion - 2L,Baby Care,SUP40002,WH006,864,149,2023-09-25
P2927011,Hand Soap - Mint,Laundry,SUP40009,WH005,1081,183,2023-01-06
P1996707,Fabric Softener - 500ml,Laundry,SUP40005,WH009,1083,122,2022-04-14
P0048699,Fabric Softener - 1L,Oral Care,SUP40001,WH009,637,134,2023-01-17
P5136529,Hair Spray - Lemon,Kitchen Care,SUP40006,WH002,488,99,2022-10-22
P2249945,Dishwashing Gel - 500ml,Baby Care,SUP40008,WH008,1393,384,2022-03-18
P8335330,Surface Cleaner - 500ml,Home Care,SUP40002,WH007,820,106,2022-10-01
P9562385,Surface Cleaner - Aloe,Personal Care,SUP40008,WH007,756,202,2022-06-15
P8785686,Baby Wipes - Medium,Hair Care,SUP40003,WH001,883,189,2022-06-16
P0967209,Surface Cleaner - Large,Kitchen Care,SUP40006,WH004,116,31,2022-12-23
P0680263,Laundry Detergent - Small,Baby Care,SUP40008,WH001,705,200,2023-04-02
P3144604,Floor Cleaner - Large,Oral Care,SUP40005,WH004,1434,363,2022-05-16
P8165489,Mouthwash - Small,Baby Care,SUP40009,WH004,1642,237,2023-06-02
P1189529,Fabric Softener - Small,Baby Care,SUP40002,WH010,601,171,2022-09-17
P9263776,Dishwashing Gel - Large,Hair Care,SUP40001,WH004,1606,268,2022-12-10
P7069589,Laundry Detergent - Aloe,Kitchen Care,SUP40003,WH009,932,208,2022-08-21
P5023449,Glass Cleaner - Herbal,Laundry,SUP40007,WH004,1086,221,2022-08-08
P9810100,Baby Lotion - Herbal,Kitchen Care,SUP40003,WH004,1437,211,2022-11-06
P2737171,Dishwashing Gel - Lemon,Kitchen Care,SUP40007,WH004,1896,231,2023-03-25
P2571205,Mouthwash - Small,Personal Care,SUP40005,WH010,519,73,2023-06-11
P4309301,Shampoo - Aloe,Personal Care,SUP400010,WH008,1238,267,2022-03-28
P0678124,Shampoo - Aloe,Laundry,SUP40002,WH003,1463,362,2023-01-08
P0137103,Laundry Detergent - Small,Personal Care,SUP40006,WH001,817,131,2022-03-13
P6634567,Toilet Cleaner - Medium,Baby Care,SUP40004,WH009,483,94,2022-04-19
P0811049,Toilet Cleaner - 2L,Home Care,SUP40007,WH001,1122,122,2022-11-04
P1157890,Toilet Cleaner - 500ml,Laundry,SUP40008,WH002,1158,139,2022-01-20
P9064382,Detergent Liquid - Large,Kitchen Care,SUP40001,WH006,1207,204,2023-06-15
P0687542,Baby Lotion - Herbal,Personal Care,SUP40008,WH004,1540,315,2022-07-23
P8404909,Bleach - 1L,Laundry,SUP40003,WH003,808,233,2023-06-18
P1109909,Dental Floss - Mint,Laundry,SUP40003,WH006,352,102,2022-05-06
P1606639,Glass Cleaner - Mint,Home Care,SUP40005,WH006,1092,189,2023-02-25
P8289441,Floor Cleaner - Herbal,Home Care,SUP40007,WH006,817,168,2022-01-09
P6303860,Baby Lotion - 1L,Home Care,SUP40001,WH008,1452,244,2023-09-06
P5031128,Dishwashing Gel - Mint,Laundry,SUP40007,WH003,243,50,2023-02-18
P9899086,Detergent Liquid - Small,Laundry,SUP40003,WH008,1998,288,2023-02-02
P9246149,Conditioner - Large,Oral Care,SUP40009,WH006,1182,320,2022-11-21
P3156016,Mouthwash - 2L,Laundry,SUP40003,WH005,85,14,2023-04-13
P4614971,Conditioner - Large,Personal Care,SUP40004,WH001,291,48,2022-11-29
P0590402,Toilet Cleaner - Small,Kitchen Care,SUP40004,WH007,1803,375,2023-04-14
P1532603,Bleach - Lemon,Kitchen Care,SUP40008,WH009,258,71,2022-10-04
P1629559,Mouthwash - Medium,Laundry,SUP40008,WH010,883,260,2022-04-30
P9660484,Baby Lotion - Medium,Hair Care,SUP40001,WH004,286,33,2022-02-16
P0135546,Dishwashing Gel - Aloe,Kitchen Care,SUP40004,WH008,978,223,2022-01-15
P0342967,Fabric Softener - Aloe,Kitchen Care,SUP40002,WH006,1684,248,2022-11-20
P6910749,Conditioner - Mint,Laundry,SUP400010,WH009,1749,380,2023-09-06
P5232515,Baby Wipes - 2L,Kitchen Care,SUP40004,WH005,1541,398,2022-11-08
P7640300,Fabric Softener - Small,Hair Care,SUP40009,WH006,600,111,2022-05-19
P3743737,Detergent Liquid - Large,Baby Care,SUP40002,WH006,1697,439,2023-06-18
P3773704,Baby Lotion - 500ml,Oral Care,SUP40005,WH004,562,114,2022-12-23
P5774208,Toothpaste - Large,Laundry,SUP40001,WH009,129,15,2022-11-09
P7595639,Detergent Liquid - 500ml,Hair Care,SUP40006,WH002,1754,510,2022-11-22
